id,original_path,augmented_path,original_duration,augmented_duration,speed_applied,speed_rate_applied,pitch_applied,noise_applied,time_mask_applied,augmentation_type
452,04785.wav,04785_augmented_spd_nse.wav,17.0614,16.3811,True,1.0415,False,True,False,AugmentationType.SPEED|NOISE
453,04785.wav,04785_augmented_pch_msk.wav,17.0614,17.0614,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
454,04801.wav,04801_augmented_spd_nse.wav,16.9014,18.3506,True,0.921,False,True,False,AugmentationType.SPEED|NOISE
455,04801.wav,04801_augmented_pch_msk.wav,16.9014,16.9014,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
456,04818.wav,04818_augmented_spd_nse.wav,19.0027,20.2933,True,0.9364,False,True,False,AugmentationType.SPEED|NOISE
457,04818.wav,04818_augmented_pch_msk.wav,19.0027,19.0027,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
458,04876.wav,04876_augmented_spd_nse.wav,15.5894,17.2824,True,0.902,False,True,False,AugmentationType.SPEED|NOISE
459,04876.wav,04876_augmented_pch_msk.wav,15.5894,15.5894,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
460,04893.wav,04893_augmented_spd_nse.wav,14.28,15.7662,True,0.9057,False,True,False,AugmentationType.SPEED|NOISE
461,04893.wav,04893_augmented_pch_msk.wav,14.28,14.28,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
462,04897.wav,04897_augmented_spd_nse.wav,17.64,19.2069,True,0.9184,False,True,False,AugmentationType.SPEED|NOISE
463,04897.wav,04897_augmented_pch_msk.wav,17.64,17.64,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
464,04925.wav,04925_augmented_spd_nse.wav,12.4534,11.7733,True,1.0578,False,True,False,AugmentationType.SPEED|NOISE
465,04925.wav,04925_augmented_pch_msk.wav,12.4534,12.4534,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
466,04943.wav,04943_augmented_spd_nse.wav,13.104,13.1812,True,0.9941,False,True,False,AugmentationType.SPEED|NOISE
467,04943.wav,04943_augmented_pch_msk.wav,13.104,13.104,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
468,04947.wav,04947_augmented_spd_nse.wav,14.48,13.4668,True,1.0752,False,False,False,AugmentationType.SPEED|NOISE
469,04947.wav,04947_augmented_pch_msk.wav,14.48,14.48,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
470,04962.wav,04962_augmented_spd_nse.wav,7.472,7.2146,True,1.0357,False,False,False,AugmentationType.SPEED|NOISE
471,04962.wav,04962_augmented_pch_msk.wav,7.472,7.472,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
472,04966.wav,04966_augmented_spd_nse.wav,14.7147,14.3634,True,1.0245,False,False,False,AugmentationType.SPEED|NOISE
473,04966.wav,04966_augmented_pch_msk.wav,14.7147,14.7147,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
474,04972.wav,04972_augmented_spd_nse.wav,14.9494,16.3642,True,0.9135,False,False,False,AugmentationType.SPEED|NOISE
475,04972.wav,04972_augmented_pch_msk.wav,14.9494,14.9494,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
476,05013.wav,05013_augmented_spd_nse.wav,13.4134,14.8999,True,0.9002,False,True,False,AugmentationType.SPEED|NOISE
477,05013.wav,05013_augmented_pch_msk.wav,13.4134,13.4134,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
478,05015.wav,05015_augmented_spd_nse.wav,16.336,17.6852,True,0.9237,False,True,False,AugmentationType.SPEED|NOISE
479,05015.wav,05015_augmented_pch_msk.wav,16.336,16.336,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
480,05028.wav,05028_augmented_spd_nse.wav,19.4934,20.3383,True,0.9585,False,True,False,AugmentationType.SPEED|NOISE
481,05028.wav,05028_augmented_pch_msk.wav,19.4934,19.4934,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
482,05034.wav,05034_augmented_spd_nse.wav,10.8107,10.0405,True,1.0767,False,True,False,AugmentationType.SPEED|NOISE
483,05034.wav,05034_augmented_pch_msk.wav,10.8107,10.8107,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
484,05036.wav,05036_augmented_spd_nse.wav,17.5627,16.3932,True,1.0713,False,False,False,AugmentationType.SPEED|NOISE
485,05036.wav,05036_augmented_pch_msk.wav,17.5627,17.5627,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
486,05039.wav,05039_augmented_spd_nse.wav,14.8307,15.6479,True,0.9478,False,True,False,AugmentationType.SPEED|NOISE
487,05039.wav,05039_augmented_pch_msk.wav,14.8307,14.8307,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
488,05050.wav,05050_augmented_spd_nse.wav,15.792,15.2188,True,1.0377,False,True,False,AugmentationType.SPEED|NOISE
489,05050.wav,05050_augmented_pch_msk.wav,15.792,15.792,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
490,05052.wav,05052_augmented_spd_nse.wav,11.394,10.5548,True,1.0795,False,True,False,AugmentationType.SPEED|NOISE
491,05052.wav,05052_augmented_pch_msk.wav,11.394,11.394,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
492,05065.wav,05065_augmented_spd_nse.wav,17.7547,17.3025,True,1.0261,False,True,False,AugmentationType.SPEED|NOISE
493,05065.wav,05065_augmented_pch_msk.wav,17.7547,17.7547,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
494,05076.wav,05076_augmented_spd_nse.wav,9.4027,9.0986,True,1.0334,False,True,False,AugmentationType.SPEED|NOISE
495,05076.wav,05076_augmented_pch_msk.wav,9.4027,9.4027,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
496,05085.wav,05085_augmented_spd_nse.wav,19.6427,19.1179,True,1.0274,False,True,False,AugmentationType.SPEED|NOISE
497,05085.wav,05085_augmented_pch_msk.wav,19.6427,19.6427,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
498,05114.wav,05114_augmented_spd_nse.wav,16.7841,16.8163,True,0.9981,False,True,False,AugmentationType.SPEED|NOISE
499,05114.wav,05114_augmented_pch_msk.wav,16.7841,16.7841,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
500,05118.wav,05118_augmented_spd_nse.wav,17.4987,17.4086,True,1.0052,False,True,False,AugmentationType.SPEED|NOISE
501,05118.wav,05118_augmented_pch_msk.wav,17.4987,17.4987,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
502,05122.wav,05122_augmented_spd_nse.wav,15.152,14.2624,True,1.0624,False,True,False,AugmentationType.SPEED|NOISE
503,05122.wav,05122_augmented_pch_msk.wav,15.152,15.152,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
504,05135.wav,05135_augmented_spd_nse.wav,11.3121,10.802,True,1.0472,False,True,False,AugmentationType.SPEED|NOISE
505,05135.wav,05135_augmented_pch_msk.wav,11.3121,11.3121,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
506,05136.wav,05136_augmented_spd_nse.wav,10.4374,10.2874,True,1.0146,False,True,False,AugmentationType.SPEED|NOISE
507,05136.wav,05136_augmented_pch_msk.wav,10.4374,10.4374,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
508,05142.wav,05142_augmented_spd_nse.wav,15.3227,15.7341,True,0.9739,False,True,False,AugmentationType.SPEED|NOISE
509,05142.wav,05142_augmented_pch_msk.wav,15.3227,15.3227,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
510,05170.wav,05170_augmented_spd_nse.wav,17.9574,18.9812,True,0.9461,False,True,False,AugmentationType.SPEED|NOISE
511,05170.wav,05170_augmented_pch_msk.wav,17.9574,17.9574,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
512,05179.wav,05179_augmented_spd_nse.wav,16.8,16.6399,True,1.0096,False,True,False,AugmentationType.SPEED|NOISE
513,05179.wav,05179_augmented_pch_msk.wav,16.8,16.8,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
514,05197.wav,05197_augmented_spd_nse.wav,17.676,17.2107,True,1.027,False,True,False,AugmentationType.SPEED|NOISE
515,05197.wav,05197_augmented_pch_msk.wav,17.676,17.676,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
516,05203.wav,05203_augmented_spd_nse.wav,11.99,12.2301,True,0.9804,False,False,False,AugmentationType.SPEED|NOISE
517,05203.wav,05203_augmented_pch_msk.wav,11.99,11.99,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
518,05205.wav,05205_augmented_spd_nse.wav,15.0,15.4512,True,0.9708,False,False,False,AugmentationType.SPEED|NOISE
519,05205.wav,05205_augmented_pch_msk.wav,15.0,15.0,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
520,05228.wav,05228_augmented_spd_nse.wav,4.09,4.2106,True,0.9714,False,False,False,AugmentationType.SPEED|NOISE
521,05228.wav,05228_augmented_pch_msk.wav,4.09,4.09,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
522,05265.wav,05265_augmented_spd_nse.wav,12.2507,11.1654,True,1.0972,False,True,False,AugmentationType.SPEED|NOISE
523,05265.wav,05265_augmented_pch_msk.wav,12.2507,12.2507,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
524,05285.wav,05285_augmented_spd_nse.wav,4.304,4.2826,True,1.005,False,False,False,AugmentationType.SPEED|NOISE
525,05285.wav,05285_augmented_pch_msk.wav,4.304,4.304,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
526,05296.wav,05296_augmented_spd_nse.wav,13.6,12.7823,True,1.064,False,True,False,AugmentationType.SPEED|NOISE
527,05296.wav,05296_augmented_pch_msk.wav,13.6,13.6,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
528,05299.wav,05299_augmented_spd_nse.wav,11.7494,11.5362,True,1.0185,False,False,False,AugmentationType.SPEED|NOISE
529,05299.wav,05299_augmented_pch_msk.wav,11.7494,11.7494,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
530,05363.wav,05363_augmented_spd_nse.wav,19.8134,19.9997,True,0.9907,False,True,False,AugmentationType.SPEED|NOISE
531,05363.wav,05363_augmented_pch_msk.wav,19.8134,19.8134,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
532,05371.wav,05371_augmented_spd_nse.wav,17.4387,18.8904,True,0.9232,False,True,False,AugmentationType.SPEED|NOISE
533,05371.wav,05371_augmented_pch_msk.wav,17.4387,17.4387,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
534,05394.wav,05394_augmented_spd_nse.wav,14.85,14.3089,True,1.0378,False,True,False,AugmentationType.SPEED|NOISE
535,05394.wav,05394_augmented_pch_msk.wav,14.85,14.85,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
536,05409.wav,05409_augmented_spd_nse.wav,11.3547,10.3309,True,1.0991,False,False,False,AugmentationType.SPEED|NOISE
537,05409.wav,05409_augmented_pch_msk.wav,11.3547,11.3547,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
538,05416.wav,05416_augmented_spd_nse.wav,11.67,10.7221,True,1.0884,False,True,False,AugmentationType.SPEED|NOISE
539,05416.wav,05416_augmented_pch_msk.wav,11.67,11.67,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
540,05417.wav,05417_augmented_spd_nse.wav,15.9947,15.8972,True,1.0061,False,False,False,AugmentationType.SPEED|NOISE
541,05417.wav,05417_augmented_pch_msk.wav,15.9947,15.9947,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
542,05427.wav,05427_augmented_spd_nse.wav,4.3894,4.8613,True,0.9029,False,True,False,AugmentationType.SPEED|NOISE
543,05427.wav,05427_augmented_pch_msk.wav,4.3894,4.3894,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
544,05429.wav,05429_augmented_spd_nse.wav,19.632,20.8342,True,0.9423,False,True,False,AugmentationType.SPEED|NOISE
545,05429.wav,05429_augmented_pch_msk.wav,19.632,19.632,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
546,05438.wav,05438_augmented_spd_nse.wav,10.13,9.2278,True,1.0978,False,True,False,AugmentationType.SPEED|NOISE
547,05438.wav,05438_augmented_pch_msk.wav,10.13,10.13,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
548,05441.wav,05441_augmented_spd_nse.wav,14.448,15.6834,True,0.9212,False,False,False,AugmentationType.SPEED|NOISE
549,05441.wav,05441_augmented_pch_msk.wav,14.448,14.448,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
550,05445.wav,05445_augmented_spd_nse.wav,6.6934,6.1839,True,1.0824,False,False,False,AugmentationType.SPEED|NOISE
551,05445.wav,05445_augmented_pch_msk.wav,6.6934,6.6934,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
552,05467.wav,05467_augmented_spd_nse.wav,11.5894,12.4576,True,0.9303,False,True,False,AugmentationType.SPEED|NOISE
553,05467.wav,05467_augmented_pch_msk.wav,11.5894,11.5894,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
554,05481.wav,05481_augmented_spd_nse.wav,8.9,9.1609,True,0.9715,False,False,False,AugmentationType.SPEED|NOISE
555,05481.wav,05481_augmented_pch_msk.wav,8.9,8.9,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
556,05522.wav,05522_augmented_spd_nse.wav,12.1587,12.1701,True,0.9991,False,True,False,AugmentationType.SPEED|NOISE
557,05522.wav,05522_augmented_pch_msk.wav,12.1587,12.1587,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
558,05532.wav,05532_augmented_spd_nse.wav,6.06,6.3359,True,0.9564,False,True,False,AugmentationType.SPEED|NOISE
559,05532.wav,05532_augmented_pch_msk.wav,6.06,6.06,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
560,05533.wav,05533_augmented_spd_nse.wav,3.34,3.1065,True,1.0752,False,True,False,AugmentationType.SPEED|NOISE
561,05533.wav,05533_augmented_pch_msk.wav,3.34,3.34,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
562,05539.wav,05539_augmented_spd_nse.wav,19.3654,20.8074,True,0.9307,False,True,False,AugmentationType.SPEED|NOISE
563,05539.wav,05539_augmented_pch_msk.wav,19.3654,19.3654,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
564,05546.wav,05546_augmented_spd_nse.wav,11.664,12.3659,True,0.9432,False,True,False,AugmentationType.SPEED|NOISE
565,05546.wav,05546_augmented_pch_msk.wav,11.664,11.664,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
566,05557.wav,05557_augmented_spd_nse.wav,10.7054,10.0887,True,1.0611,False,True,False,AugmentationType.SPEED|NOISE
567,05557.wav,05557_augmented_pch_msk.wav,10.7054,10.7054,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
568,05558.wav,05558_augmented_spd_nse.wav,11.16,11.8512,True,0.9417,False,True,False,AugmentationType.SPEED|NOISE
569,05558.wav,05558_augmented_pch_msk.wav,11.16,11.16,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
570,05587.wav,05587_augmented_spd_nse.wav,9.552,8.9421,True,1.0682,False,True,False,AugmentationType.SPEED|NOISE
571,05587.wav,05587_augmented_pch_msk.wav,9.552,9.552,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
572,05604.wav,05604_augmented_spd_nse.wav,17.9434,16.8409,True,1.0655,False,False,False,AugmentationType.SPEED|NOISE
573,05604.wav,05604_augmented_pch_msk.wav,17.9434,17.9434,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
574,05607.wav,05607_augmented_spd_nse.wav,12.96,13.8481,True,0.9359,False,False,False,AugmentationType.SPEED|NOISE
575,05607.wav,05607_augmented_pch_msk.wav,12.96,12.96,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
576,05608.wav,05608_augmented_spd_nse.wav,13.99,13.6867,True,1.0222,False,False,False,AugmentationType.SPEED|NOISE
577,05608.wav,05608_augmented_pch_msk.wav,13.99,13.99,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
578,05613.wav,05613_augmented_spd_nse.wav,3.8987,3.9055,True,0.9983,False,False,False,AugmentationType.SPEED|NOISE
579,05613.wav,05613_augmented_pch_msk.wav,3.8987,3.8987,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
580,05636.wav,05636_augmented_spd_nse.wav,15.408,16.4151,True,0.9386,False,True,False,AugmentationType.SPEED|NOISE
581,05636.wav,05636_augmented_pch_msk.wav,15.408,15.408,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
582,05637.wav,05637_augmented_spd_nse.wav,12.7734,12.0841,True,1.057,False,True,False,AugmentationType.SPEED|NOISE
583,05637.wav,05637_augmented_pch_msk.wav,12.7734,12.7734,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
584,05645.wav,05645_augmented_spd_nse.wav,15.0814,15.5122,True,0.9722,False,True,False,AugmentationType.SPEED|NOISE
585,05645.wav,05645_augmented_pch_msk.wav,15.0814,15.0814,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
586,05651.wav,05651_augmented_spd_nse.wav,12.3574,13.0353,True,0.948,False,True,False,AugmentationType.SPEED|NOISE
587,05651.wav,05651_augmented_pch_msk.wav,12.3574,12.3574,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
588,05670.wav,05670_augmented_spd_nse.wav,16.3574,15.2587,True,1.072,False,False,False,AugmentationType.SPEED|NOISE
589,05670.wav,05670_augmented_pch_msk.wav,16.3574,16.3574,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
590,05682.wav,05682_augmented_spd_nse.wav,16.5,16.6629,True,0.9902,False,True,False,AugmentationType.SPEED|NOISE
591,05682.wav,05682_augmented_pch_msk.wav,16.5,16.5,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
592,05692.wav,05692_augmented_spd_nse.wav,4.07,3.732,True,1.0906,False,True,False,AugmentationType.SPEED|NOISE
593,05692.wav,05692_augmented_pch_msk.wav,4.07,4.07,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
594,05693.wav,05693_augmented_spd_nse.wav,4.7094,4.6709,True,1.0082,False,True,False,AugmentationType.SPEED|NOISE
595,05693.wav,05693_augmented_pch_msk.wav,4.7094,4.7094,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
596,05695.wav,05695_augmented_spd_nse.wav,18.3307,18.4084,True,0.9958,False,False,False,AugmentationType.SPEED|NOISE
597,05695.wav,05695_augmented_pch_msk.wav,18.3307,18.3307,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
598,05708.wav,05708_augmented_spd_nse.wav,14.7474,15.5867,True,0.9462,False,True,False,AugmentationType.SPEED|NOISE
599,05708.wav,05708_augmented_pch_msk.wav,14.7474,14.7474,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
600,05714.wav,05714_augmented_spd_nse.wav,17.0094,16.1968,True,1.0502,False,False,False,AugmentationType.SPEED|NOISE
601,05714.wav,05714_augmented_pch_msk.wav,17.0094,17.0094,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
602,05719.wav,05719_augmented_spd_nse.wav,14.48,15.232,True,0.9506,False,True,False,AugmentationType.SPEED|NOISE
603,05719.wav,05719_augmented_pch_msk.wav,14.48,14.48,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
604,05721.wav,05721_augmented_spd_nse.wav,18.31,18.0338,True,1.0153,False,False,False,AugmentationType.SPEED|NOISE
605,05721.wav,05721_augmented_pch_msk.wav,18.31,18.31,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
606,05724.wav,05724_augmented_spd_nse.wav,18.8607,19.0895,True,0.988,False,False,False,AugmentationType.SPEED|NOISE
607,05724.wav,05724_augmented_pch_msk.wav,18.8607,18.8607,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
608,05729.wav,05729_augmented_spd_nse.wav,16.702,18.4423,True,0.9056,False,False,False,AugmentationType.SPEED|NOISE
609,05729.wav,05729_augmented_pch_msk.wav,16.702,16.702,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
610,05730.wav,05730_augmented_spd_nse.wav,14.32,15.2121,True,0.9414,False,True,False,AugmentationType.SPEED|NOISE
611,05730.wav,05730_augmented_pch_msk.wav,14.32,14.32,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
612,05733.wav,05733_augmented_spd_nse.wav,5.99,6.115,True,0.9796,False,False,False,AugmentationType.SPEED|NOISE
613,05733.wav,05733_augmented_pch_msk.wav,5.99,5.99,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
614,05735.wav,05735_augmented_spd_nse.wav,19.9307,22.1376,True,0.9003,False,True,False,AugmentationType.SPEED|NOISE
615,05735.wav,05735_augmented_pch_msk.wav,19.9307,19.9307,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
616,05736.wav,05736_augmented_spd_nse.wav,15.9034,15.3696,True,1.0347,False,True,False,AugmentationType.SPEED|NOISE
617,05736.wav,05736_augmented_pch_msk.wav,15.9034,15.9034,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
618,05747.wav,05747_augmented_spd_nse.wav,6.5227,6.1434,True,1.0617,False,True,False,AugmentationType.SPEED|NOISE
619,05747.wav,05747_augmented_pch_msk.wav,6.5227,6.5227,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
620,05756.wav,05756_augmented_spd_nse.wav,4.42,4.8301,True,0.9151,False,True,False,AugmentationType.SPEED|NOISE
621,05756.wav,05756_augmented_pch_msk.wav,4.42,4.42,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
622,05769.wav,05769_augmented_spd_nse.wav,5.8934,5.6289,True,1.047,False,True,False,AugmentationType.SPEED|NOISE
623,05769.wav,05769_augmented_pch_msk.wav,5.8934,5.8934,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
624,05774.wav,05774_augmented_spd_nse.wav,7.43,7.7166,True,0.9629,False,True,False,AugmentationType.SPEED|NOISE
625,05774.wav,05774_augmented_pch_msk.wav,7.43,7.43,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
626,05779.wav,05779_augmented_spd_nse.wav,15.8134,16.867,True,0.9375,False,True,False,AugmentationType.SPEED|NOISE
627,05779.wav,05779_augmented_pch_msk.wav,15.8134,15.8134,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
628,05806.wav,05806_augmented_spd_nse.wav,16.36,17.7595,True,0.9212,False,True,False,AugmentationType.SPEED|NOISE
629,05806.wav,05806_augmented_pch_msk.wav,16.36,16.36,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
630,05816.wav,05816_augmented_spd_nse.wav,13.168,13.7178,True,0.9599,False,True,False,AugmentationType.SPEED|NOISE
631,05816.wav,05816_augmented_pch_msk.wav,13.168,13.168,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
632,05819.wav,05819_augmented_spd_nse.wav,9.7227,9.5775,True,1.0152,False,True,False,AugmentationType.SPEED|NOISE
633,05819.wav,05819_augmented_pch_msk.wav,9.7227,9.7227,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
634,05824.wav,05824_augmented_spd_nse.wav,14.768,16.3115,True,0.9054,False,True,False,AugmentationType.SPEED|NOISE
635,05824.wav,05824_augmented_pch_msk.wav,14.768,14.768,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
636,05827.wav,05827_augmented_spd_nse.wav,13.3494,14.461,True,0.9231,False,True,False,AugmentationType.SPEED|NOISE
637,05827.wav,05827_augmented_pch_msk.wav,13.3494,13.3494,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
638,05837.wav,05837_augmented_spd_nse.wav,4.6453,4.2306,True,1.098,False,False,False,AugmentationType.SPEED|NOISE
639,05837.wav,05837_augmented_pch_msk.wav,4.6453,4.6453,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
640,05854.wav,05854_augmented_spd_nse.wav,17.84,16.3406,True,1.0918,False,True,False,AugmentationType.SPEED|NOISE
641,05854.wav,05854_augmented_pch_msk.wav,17.84,17.84,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
642,05856.wav,05856_augmented_spd_nse.wav,15.68,16.1974,True,0.9681,False,False,False,AugmentationType.SPEED|NOISE
643,05856.wav,05856_augmented_pch_msk.wav,15.68,15.68,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
644,05862.wav,05862_augmented_spd_nse.wav,18.832,20.2609,True,0.9295,False,False,False,AugmentationType.SPEED|NOISE
645,05862.wav,05862_augmented_pch_msk.wav,18.832,18.832,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
646,05887.wav,05887_augmented_spd_nse.wav,19.0027,19.163,True,0.9916,False,True,False,AugmentationType.SPEED|NOISE
647,05887.wav,05887_augmented_pch_msk.wav,19.0027,19.0027,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
648,05920.wav,05920_augmented_spd_nse.wav,7.2,6.7271,True,1.0703,False,True,False,AugmentationType.SPEED|NOISE
649,05920.wav,05920_augmented_pch_msk.wav,7.2,7.2,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
650,05922.wav,05922_augmented_spd_nse.wav,14.2667,13.5065,True,1.0563,False,True,False,AugmentationType.SPEED|NOISE
651,05922.wav,05922_augmented_pch_msk.wav,14.2667,14.2667,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
652,05925.wav,05925_augmented_spd_nse.wav,12.3501,11.3752,True,1.0857,False,True,False,AugmentationType.SPEED|NOISE
653,05925.wav,05925_augmented_pch_msk.wav,12.3501,12.3501,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
654,05939.wav,05939_augmented_spd_nse.wav,11.85,12.2011,True,0.9712,False,True,False,AugmentationType.SPEED|NOISE
655,05939.wav,05939_augmented_pch_msk.wav,11.85,11.85,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
656,05967.wav,05967_augmented_spd_nse.wav,7.1627,7.0611,True,1.0144,False,True,False,AugmentationType.SPEED|NOISE
657,05967.wav,05967_augmented_pch_msk.wav,7.1627,7.1627,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
658,05970.wav,05970_augmented_spd_nse.wav,17.27,16.8511,True,1.0249,False,True,False,AugmentationType.SPEED|NOISE
659,05970.wav,05970_augmented_pch_msk.wav,17.27,17.27,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
660,05976.wav,05976_augmented_spd_nse.wav,18.3627,20.015,True,0.9174,False,True,False,AugmentationType.SPEED|NOISE
661,05976.wav,05976_augmented_pch_msk.wav,18.3627,18.3627,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
662,05984.wav,05984_augmented_spd_nse.wav,16.7307,17.1926,True,0.9731,False,True,False,AugmentationType.SPEED|NOISE
663,05984.wav,05984_augmented_pch_msk.wav,16.7307,16.7307,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
664,05999.wav,05999_augmented_spd_nse.wav,4.304,4.5465,True,0.9467,False,False,False,AugmentationType.SPEED|NOISE
665,05999.wav,05999_augmented_pch_msk.wav,4.304,4.304,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
666,06005.wav,06005_augmented_spd_nse.wav,18.256,17.1924,True,1.0619,False,True,False,AugmentationType.SPEED|NOISE
667,06005.wav,06005_augmented_pch_msk.wav,18.256,18.256,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
